Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
65,0.9140957685149446,1.4414476156234741,0.8337492027453014,0.63427734375
66,0.9129505263907569,1.4173128426074981,0.8349928253767441,0.63251953125
67,0.9007091713803155,1.4197519958019256,0.8405373087342904,0.6341796875
68,0.901021347362168,1.4270267993211747,0.8386599172134789,0.63955078125
69,0.8946765557843812,1.4192704945802688,0.8425263075196013,0.639453125
70,0.8888567144773445,1.4167528927326203,0.8459143814991932,0.63671875
71,0.886546366372887,1.4203841775655746,0.8477678572644993,0.6314453125
72,0.8779585583477604,1.408008661866188,0.850227200255102,0.64404296875
73,0.8736048885145966,1.4216266363859176,0.8540856187440911,0.63994140625
74,0.8694185748392221,1.4304698079824447,0.8559630102649027,0.63427734375
75,0.8635328676627607,1.4278329521417619,0.8590322066934741,0.63232421875
76,0.8624710458882001,1.4398822903633117,0.8576929210400095,0.6298828125
77,0.8551268717464136,1.41705941259861,0.8607820473155197,0.64228515625
78,0.8599902868879085,1.431052538752556,0.8600007973763407,0.63515625
79,0.8551664522715977,1.4084701716899872,0.8624123088559326,0.6515625
80,0.8477330986334353,1.413065567612648,0.8656847896624584,0.64482421875
81,0.8456604334772849,1.4363991022109985,0.8650629784987898,0.64140625
82,0.8424420752087418,1.4354209631681443,0.8668646365404129,0.63564453125
83,0.8457129649361785,1.4334974050521851,0.8664740114187708,0.63955078125
84,0.8345248249112344,1.4264139115810395,0.8706752232142857,0.646875
85,0.8348304565463748,1.4167637646198272,0.870475924744898,0.63994140625
86,0.8341218938632887,1.433685627579689,0.87267219381673,0.6392578125
87,0.8323559165000916,1.4308663189411164,0.8722177935498101,0.64150390625
88,0.8309737589894509,1.411667713522911,0.8726442921526578,0.6462890625
89,0.8286624815391035,1.4331226915121078,0.8745615433673469,0.6431640625
90,0.8283830272908114,1.4477142065763473,0.8731784121114381,0.6373046875
91,0.8263032047116027,1.4306313216686248,0.8757055167640958,0.63896484375
92,0.8247806080141846,1.4276834160089493,0.8760204081024442,0.6404296875
93,0.8256448364379455,1.422411397099495,0.8756935587342904,0.6505859375
94,0.8236388874297239,1.4346157670021058,0.8768734056122449,0.64423828125
95,0.8229449248435546,1.424231506884098,0.8759207588677503,0.6419921875
96,0.8276749171164571,1.4350015670061111,0.873600924805719,0.63916015625
97,0.82616034058892,1.4248561620712281,0.873780293428168,0.64931640625
98,0.825627263407318,1.405462199449539,0.8756417410106075,0.652734375
99,0.8203579862507022,1.4408521562814713,0.8771285077138823,0.64072265625
